RowID,name,brand,color,freeShipping,inStock,avRating,reviewCount,listPrice,shippingPeriod,date,siteName,category,TimeNextPrice,group,PriceUp
7369,Samsung Galaxy Note (Blue),Samsung,Blue,1,1,5,4,29990,,10/16/2012 1:04,Infibeam,Mobiles,0.58125,1,0
7409,Samsung S5360 Galaxy Y (Black),Samsung,Black,1,1,5,18,7090,,10/16/2012 1:04,Infibeam,Mobiles,0.58125,1,0
7473,Samsung S5360 Galaxy Y (Grey),Samsung,Grey,1,1,5,18,7090,,10/16/2012 1:04,Infibeam,Mobiles,0.58125,1,0
423,Samsung Galaxy S III (White),Samsung,White,1,1,5,5,34900,4-5 business days,10/16/2012 1:05,Infibeam,Mobiles,0.580555556,1,0
508,Samsung Galaxy Note 2 (II) (Grey),Samsung,Grey,1,1,5,2,39900,3-5 business days,10/16/2012 1:05,Infibeam,Mobiles,0.58125,1,0
3616,Arise A51 (Black),Arise,Black,1,1,,,859,2-3 business days,10/16/2012 1:05,Infibeam,Mobiles,0.58125,1,0
3857,BlackBerry 9320 (Black),BlackBerry,Black,1,1,5,3,14399,2-3 business days,10/16/2012 1:05,Infibeam,Mobiles,0.58125,1,0
4309,Micromax X101 (White),Micromax,White,1,1,5,2,990,2-3 business days,10/16/2012 1:05,Infibeam,Mobiles,0.58125,1,0
4364,Micromax X101 (Yellow),Micromax,Yellow,1,1,5,2,990,2-3 business days,10/16/2012 1:05,Infibeam,Mobiles,0.58125,1,0
4535,Nokia Asha 305 Dual SIM (Grey),Nokia,Grey,1,1,4,4,4589,2-3 business days,10/16/2012 1:05,Infibeam,Mobiles,0.580555556,1,0
5466,BlackBerry Curve 9220 (Black),BlackBerry,Black,1,1,5,2,10749,,10/16/2012 1:05,Infibeam,Mobiles,0.58125,1,0
5904,iBall Sleec Thin (Black),IBall,Black,1,1,2,1,2149,,10/16/2012 1:05,Infibeam,Mobiles,0.58125,1,0
5973,iBall Sleec Thin (White),IBall,White,1,1,2,1,2149,,10/16/2012 1:05,Infibeam,Mobiles,0.58125,1,0
6208,Lava KKT 11 Plus (Red),Lava,Red,1,1,5,1,1190,,10/16/2012 1:05,Infibeam,Mobiles,0.58125,1,0
6704,Motorola EX226 (Black),Motorola,Black,1,2,,,4599,,10/16/2012 1:05,Infibeam,Mobiles,0.58125,1,0
7083,Samsung E1200 Guru (Black),Samsung,Black,1,1,,,990,,10/16/2012 1:05,Infibeam,Mobiles,0.58125,1,0
7137,Samsung E1200 Guru (Blue),Samsung,Blue,1,1,,,949,,10/16/2012 1:05,Infibeam,Mobiles,0.58125,1,0
7181,Samsung E1200 Guru (White),Samsung,White,1,1,,,999,,10/16/2012 1:05,Infibeam,Mobiles,0.580555556,1,0
7526,Samsung S6102 Galaxy Y Duos (Black),Samsung,Black,1,1,4,4,8490,,10/16/2012 1:05,Infibeam,Mobiles,0.580555556,1,0
7571,Samsung S6802 Galaxy Ace Duos (White),Samsung,White,1,1,5,1,11900,,10/16/2012 1:05,Infibeam,Mobiles,0.580555556,1,0
7707,Spice M-6800 FLO (Black),Spice,Black,1,1,,,2769,,10/16/2012 1:05,Infibeam,Mobiles,0.58125,1,0
7737,Spice Mi-310 (Brown),Spice,Brown,1,2,5,3,3999,,10/16/2012 1:05,Infibeam,Mobiles,0.580555556,1,0
4033,Karbonn A5 (White),Karbonn,White,1,1,4,4,5260,2-3 business days,10/16/2012 1:06,Infibeam,Mobiles,0.580555556,1,0
4398,Micromax X271 (Blue),Micromax,Blue,1,2,,,1539,2-3 business days,10/16/2012 1:06,Infibeam,Mobiles,0.58125,1,0
4442,Micromax X271 (Red),Micromax,Red,1,2,,,1539,2-3 business days,10/16/2012 1:06,Infibeam,Mobiles,0.58125,1,0
4498,Motorola Defy XT Mobile Phone (Black),Motorola,Black,1,1,5,3,14889,2-3 business days,10/16/2012 1:06,Infibeam,Mobiles,0.58125,1,0
4588,Nokia Asha 311 (Grey),Nokia,Grey,1,1,4,3,6410,2-3 business days,10/16/2012 1:06,Infibeam,Mobiles,0.58125,1,0
5435,BlackBerry Curve 8520 (Black),BlackBerry,Black,2,2,4,7,8380,,10/16/2012 1:06,Infibeam,Mobiles,0.580555556,1,0
5877,HTC Wildfire S (White),HTC,White,1,1,5,6,10399,,10/16/2012 1:06,Infibeam,Mobiles,0.580555556,1,0
6153,Karbonn A7 (White),Karbonn,White,2,1,5,5,6429,,10/16/2012 1:06,Infibeam,Mobiles,0.580555556,1,0
6279,Micromax Aisha A52 (Yellow),Micromax,Yellow,2,1,4,4,4500,,10/16/2012 1:06,Infibeam,Mobiles,0.580555556,1,0
6403,Micromax Ninja 3 A57 (Black),Micromax,Black,1,1,3,2,5209,,10/16/2012 1:06,Infibeam,Mobiles,0.580555556,1,0
6474,Micromax Q66 (Black),Micromax,Black,1,1,5,1,2429,,10/16/2012 1:06,Infibeam,Mobiles,2.581944444,1,0
6500,Micromax Q75,Micromax,Black,2,2,5,5,2369,,10/16/2012 1:06,Infibeam,Mobiles,0.58125,1,0
6672,Motorola Defy Plus (Grey),Motorola,Grey,2,2,5,33,12990,,10/16/2012 1:06,Infibeam,Mobiles,0.58125,1,0
6723,Motorola Fire XT311 (Black),Motorola,Black,1,2,4,7,6549,,10/16/2012 1:06,Infibeam,Mobiles,0.58125,1,0
6855,Nokia 100 (Legion Blue),Nokia,Legion Blue,2,1,4,2,1215,,10/16/2012 1:06,Infibeam,Mobiles,0.58125,1,0
7009,Nokia X2-02 (Silver),Nokia,Silver,2,2,,,3299,,10/16/2012 1:06,Infibeam,Mobiles,0.58125,1,0
7031,Samsung C3312 Duos (Black),Samsung,Black,1,1,5,1,3890,,10/16/2012 1:06,Infibeam,Mobiles,0.58125,1,0
7057,Samsung C3312 Duos (Silver),Samsung,Silver,1,1,5,1,3890,,10/16/2012 1:06,Infibeam,Mobiles,3.58125,1,0
7221,Samsung E2232 Hero (Black),Samsung,Black,1,1,4,3,2150,,10/16/2012 1:06,Infibeam,Mobiles,3.58125,1,0
7350,Samsung Galaxy Ace S5830 (White),Samsung,White,1,1,4,14,11400,,10/16/2012 1:06,Infibeam,Mobiles,0.58125,1,0
504,LG Optimus L3 E400 (Black),LG,Black,1,1,5,5,7129,3-5 business days,10/16/2012 1:07,Infibeam,Mobiles,0.580555556,1,0
3903,HTC Desire C (Black),HTC,Black,1,1,5,2,11999,2-3 business days,10/16/2012 1:07,Infibeam,Mobiles,0.580555556,1,0
4246,Micromax A87 (Black),Micromax,Black,1,1,5,3,6239,2-3 business days,10/16/2012 1:07,Infibeam,Mobiles,0.58125,1,0
4899,Samsung Star 3 Duos S5222 (Black),Samsung,Black,1,1,,,4990,2-3 business days,10/16/2012 1:07,Infibeam,Mobiles,7.580555556,1,0
4941,Sony Xperia U (Black),Sony,Black,1,1,,,14900,2-3 business days,10/16/2012 1:07,Infibeam,Mobiles,0.580555556,1,0
5360,Apple iPhone 4S-16GB (Black),Apple,Black,1,1,,,39019,,10/16/2012 1:07,Infibeam,Mobiles,0.580555556,1,0
5513,HTC ChaCha (Silver),HTC,Silver,1,1,4,2,10299,,10/16/2012 1:07,Infibeam,Mobiles,1.580555556,1,0
5725,HTC One V (Jupitor Rock) (Grey),HTC,Grey,1,1,5,2,17899,,10/16/2012 1:07,Infibeam,Mobiles,0.580555556,1,0
5901,iBall Andi 5c (Black),IBall,Black,2,2,4,2,12559,,10/16/2012 1:07,Infibeam,Mobiles,0.580555556,1,0
6238,Micromax A55 bling 2 (White),Micromax,White,2,2,3,1,3820,,10/16/2012 1:07,Infibeam,Mobiles,0.580555556,1,0
6958,Nokia 1280 (Black),Nokia,Black,1,1,5,4,1059,,10/16/2012 1:07,Infibeam,Mobiles,0.872222222,1,0
7060,Samsung C3322 Metro Duos (Black),Samsung,Black,1,1,4,7,3150,,10/16/2012 1:07,Infibeam,Mobiles,7.579861111,1,0
7242,Samsung E2252 Metro (Silver),Samsung,Silver,1,1,,,2490,,10/16/2012 1:07,Infibeam,Mobiles,1.580555556,1,0
7400,Samsung Galaxy Note (White),Samsung,White,1,1,5,4,29990,,10/16/2012 1:07,Infibeam,Mobiles,3.580555556,1,0
7558,Samsung S6102 Galaxy Y Duos (White),Samsung,White,1,1,4,4,8490,,10/16/2012 1:07,Infibeam,Mobiles,3.580555556,1,0
7568,Samsung S6802 Galaxy Ace Duos (Black),Samsung,Black,1,1,5,1,11900,,10/16/2012 1:07,Infibeam,Mobiles,0.580555556,1,0
7600,Samsung S7500 Galaxy Ace Plus (Blue),Samsung,Blue,1,1,,,15500,,10/16/2012 1:07,Infibeam,Mobiles,3.580555556,1,0
7615,Sony Ericsson Xperia Ray ST 18i (Black),Sony Ericsson,Black,1,2,2,1,15199,,10/16/2012 1:07,Infibeam,Mobiles,1.580555556,1,0
5797,HTC ONE X (White),HTC,White,1,1,5,2,34399,,10/16/2012 1:08,Infibeam,Mobiles,0.871527778,1,1
78,Nokia Asha 200 Mobile Phone&nbsp;,Nokia,,1,2,0,0,4069,7-8 Working Days,10/16/2012 12:46,HomeShop18,Mobiles,0.856944444,1,0
90,Nokia 100 Mobile Phone&nbsp;,Nokia,,1,2,0,0,1179,6-7 Working Days,10/16/2012 12:46,HomeShop18,Mobiles,3.440277778,1,0
95,Nokia 110 Mobile Phone&nbsp;,Nokia,,1,2,0,0,2258,6-7 Working Days,10/16/2012 12:46,HomeShop18,Mobiles,10.22013889,1,0
121,Nokia X2-02 Mobile Phone&nbsp;,Nokia,,1,2,0,0,3269,6-7 Working Days,10/16/2012 12:46,HomeShop18,Mobiles,10.22013889,1,0
132,Samsung Chat 322 Mobile Phone (Witho...&nbsp;,Samsung,,1,2,0,0,3669,6-7 Working Days,10/16/2012 12:46,HomeShop18,Mobiles,10.22013889,1,0
152,Samsung Galaxy S3 i9300 Mobile Phone...&nbsp;,Samsung,,1,2,0,0,34900,6-7 Working Days,10/16/2012 12:46,HomeShop18,Mobiles,9.357638889,1,0
159,Samsung Galaxy Y Color Plus S5360 Mo...&nbsp;,Samsung,,1,2,0,0,7890,6-7 Working Days,10/16/2012 12:46,HomeShop18,Mobiles,9.788194444,1,0
173,Samsung Metro Duos C3322 Mobile Phon...&nbsp;,Samsung,,1,2,0,0,3150,6-7 Working Days,10/16/2012 12:46,HomeShop18,Mobiles,10.23194444,1,0
198,Videocon V1805 Mobile Phone&nbsp;,Videocon,,1,1,0,0,2449,6-7 Working Days,10/16/2012 12:46,HomeShop18,Mobiles,3.440277778,1,0
48,Micromax 3G Android Full Touch Phone...&nbsp;,Micromax,,1,2,0,0,5999,9-10 Working Days,10/16/2012 12:47,HomeShop18,Mobiles,8.9,1,0
79,Samsung Galaxy Y S5360 Mobile Phone&nbsp;,Samsung,,1,2,0,0,7089,7-8 Working Days,10/16/2012 12:47,HomeShop18,Mobiles,0.856944444,1,0
82,Micromax E390 CDMA Mobile Phone&nbsp;,Micromax,,1,2,0,0,3999,6-7 Working Days,10/16/2012 12:47,HomeShop18,Mobiles,3.439583333,1,0
100,Nokia 112 Mobile Phone - Dark Grey&nbsp;,Nokia,Grey,1,1,0,0,2594,6-7 Working Days,10/16/2012 12:47,HomeShop18,Mobiles,8.925694444,1,0
109,Nokia 1280 Mobile Phone&nbsp;,Nokia,,1,2,0,0,999,6-7 Working Days,10/16/2012 12:47,HomeShop18,Mobiles,2.579166667,1,0
125,Samsung Champ 3.5G S3770 Mobile Phon...&nbsp;,Samsung,,1,2,0,0,4990,6-7 Working Days,10/16/2012 12:47,HomeShop18,Mobiles,8.925694444,1,0
137,Samsung Galaxy Ace Plus S7500 Mobile...&nbsp;,Samsung,,1,2,0,0,15499,6-7 Working Days,10/16/2012 12:47,HomeShop18,Mobiles,10.23194444,1,0
139,Samsung Galaxy Ace S5830 Mobile Phon...&nbsp;,Samsung,,1,2,0,0,11099,6-7 Working Days,10/16/2012 12:47,HomeShop18,Mobiles,10.23125,1,0
180,Sony Xperia Pro MK16i Mobile Phone&nbsp;,Sony,,1,2,0,0,17499,6-7 Working Days,10/16/2012 12:47,HomeShop18,Mobiles,10.23125,1,0
184,Sony Xperia S (LT26i) Mobile Phone&nbsp;,Sony,,1,2,0,0,28199,6-7 Working Days,10/16/2012 12:47,HomeShop18,Mobiles,2.148611111,1,0
191,Sony Xperia U Mobile Phone&nbsp;,Sony,,1,2,0,0,14990,6-7 Working Days,10/16/2012 12:47,HomeShop18,Mobiles,3.453472222,1,0
345,Micromax Combo of Dual Sim Bar Phone...&nbsp;,Micromax,,1,1,0,0,1999,4-5 Working Days,10/16/2012 12:47,HomeShop18,Mobiles,0.856944444,1,0
388,Zen Full Touch Dual Sim Phone - M28&nbsp;,Zen,,1,2,0,0,1999,4-5 Working Days,10/16/2012 12:47,HomeShop18,Mobiles,1.718055556,1,0
58,Fujifilm C-25 12 MP Digital Camera&nbsp;,Fujifilm,,1,2,0,0,3535,7-8 Working Days,10/16/2012 12:48,HomeShop18,Cameras,0.856944444,1,0
59,Fujifilm S-2980 14 MP Digital Camera&nbsp;,Fujifilm,,1,1,0,0,10999,7-8 Working Days,10/16/2012 12:48,HomeShop18,Cameras,1.2875,1,0
64,Nikon Coolpix L25 Digital Camera&nbsp;,Nikon,,1,2,0,0,4355,7-8 Working Days,10/16/2012 12:48,HomeShop18,Cameras,2.148611111,1,0
67,Nikon Coolpix L26 16.1 MP Digital Ca...&nbsp;,Nikon,,1,2,0,0,5290,7-8 Working Days,10/16/2012 12:48,HomeShop18,Cameras,0.856944444,1,0
148,Samsung Galaxy S2 (I9100) Mobile Pho...&nbsp;,Samsung,,1,2,0,0,25900,6-7 Working Days,10/16/2012 12:48,HomeShop18,Mobiles,10.23125,1,0
333,Sony Cybershot DSC - S5000 Digital C...&nbsp;,Sony,,1,2,0,0,5355,5-6 Working Days,10/16/2012 12:48,HomeShop18,Cameras,0.85625,1,0
334,Sony Cybershot DSC - W610 Digital Ca...&nbsp;,Sony,,1,2,0,0,6365,5-6 Working Days,10/16/2012 12:48,HomeShop18,Cameras,0.856944444,1,0
355,Micromax Touch Qwerty & Slider Phone...&nbsp;,Micromax,,1,2,0,0,3999,4-5 Working Days,10/16/2012 12:48,HomeShop18,Mobiles,10.23125,1,0
360,Samsung PL 20 14.2 MP Digital Camera&nbsp;,Samsung,,1,2,0,0,4999,4-5 Working Days,10/16/2012 12:48,HomeShop18,Cameras,10.23125,1,0
56,Canon Camera with 16 MP & OVF&nbsp;,Canon,,1,2,0,0,5995,8-9 Working Days,10/16/2012 12:49,HomeShop18,Cameras,10.10555556,1,0
68,Nikon Coolpix L310 Digital Camera&nbsp;,Nikon,,1,1,0,0,11590,7-8 Working Days,10/16/2012 12:49,HomeShop18,Cameras,10.10486111,1,0
69,Nikon Coolpix L810 Digital Camera&nbsp;,Nikon,,1,2,0,0,13530,7-8 Working Days,10/16/2012 12:49,HomeShop18,Cameras,10.23055556,1,0
73,Nikon Coolpix S4300 Digital Camera&nbsp;,Nikon,,1,2,0,0,7710,7-8 Working Days,10/16/2012 12:49,HomeShop18,Cameras,10.10555556,1,0
74,Nikon Coolpix S9200 Digital Camera&nbsp;,Nikon,,1,2,0,0,15470,7-8 Working Days,10/16/2012 12:49,HomeShop18,Cameras,10.10555556,1,0
76,Nikon Coolpix S9300 Digital Camera&nbsp;,Nikon,,1,2,0,0,16440,7-8 Working Days,10/16/2012 12:49,HomeShop18,Cameras,9.675694444,1,0
80,Fujifilm Finepix AX500 14MP Digital ...&nbsp;,Fujifilm,,1,2,0,0,4499,6-7 Working Days,10/16/2012 12:49,HomeShop18,Cameras,0.86875,1,0
332,Olympus VG 150 Digital Camera&nbsp;,Olympus,,1,2,0,0,4399,5-6 Working Days,10/16/2012 12:49,HomeShop18,Cameras,0.86875,1,0
335,Sony Cybershot DSC - W620 Digital Ca...&nbsp;,Sony,,1,2,0,0,6800,5-6 Working Days,10/16/2012 12:49,HomeShop18,Cameras,0.856944444,1,0
336,Sony CyberShot DSC-H90 Digital Camer...&nbsp;,Sony,,1,2,0,0,12700,5-6 Working Days,10/16/2012 12:49,HomeShop18,Cameras,0.85625,1,0
337,Sony CyberShot DSC-HX10V Digital Cam...&nbsp;,Sony,,1,2,0,0,16600,5-6 Working Days,10/16/2012 12:49,HomeShop18,Cameras,0.856944444,1,0
338,Sony CyberShot DSC-WX50 Digital Came...&nbsp;,Sony,,1,2,0,0,11920,5-6 Working Days,10/16/2012 12:49,HomeShop18,Cameras,0.86875,1,0
5197,Canon IXUS 12 MP Digital Camera with...&nbsp;,Canon,,1,2,0,0,5599,10-11 Working Days,10/16/2012 12:49,HomeShop18,Cameras,10.23055556,1,0
57,Canon A2300 Digital Camera&nbsp;,Canon,,1,2,0,0,6300,7-8 Working Days,10/16/2012 12:50,HomeShop18,Cameras,10.11805556,1,0
256,Samsung Galaxy Note White N7000,Samsung,White,1,2,3,2,29990,5-7 working days,10/16/2012 12:55,BuyThePrice,Mobiles,11.01111111,1,0
5084,Karbonn A9,Karbonn,,1,1,4,0,7790,1-3 working days,10/16/2012 12:55,BuyThePrice,Mobiles,11.01111111,1,0
5142,Samsung Galaxy S Advance GT-I9070,Samsung,,1,1,4,0,19500,1-3 working days,10/16/2012 12:55,BuyThePrice,Mobiles,11.01111111,1,0
525,Apple iPhone 4S 16GB,Apple,,1,1,4,2,44500,3-4 working days,10/16/2012 12:56,BuyThePrice,Mobiles,11.01180556,1,0
542,HTC Rhyme,HTC,,1,2,2,1,18599,3-4 working days,10/16/2012 12:56,BuyThePrice,Mobiles,11.01111111,1,0
549,LG GSM Mobile P970,LG,,1,1,4,2,17999,3-4 working days,10/16/2012 12:56,BuyThePrice,Mobiles,1.725694444,1,0
561,Motorola Atrix 2,Motorola,,1,1,2,2,22000,3-4 working days,10/16/2012 12:56,BuyThePrice,Mobiles,11.01111111,1,0
569,Nokia Lumia 900,Nokia,Black,1,2,4,0,31131,3-4 working days,10/16/2012 12:56,BuyThePrice,Mobiles,2.600694444,1,0
573,Nokia N 500,Nokia,,1,1,4,0,9499,3-4 working days,10/16/2012 12:56,BuyThePrice,Mobiles,1.725694444,1,0
583,Nokia N 701,Nokia,,1,1,4,0,17731,3-4 working days,10/16/2012 12:56,BuyThePrice,Mobiles,11.01180556,1,0
587,Samsung Galaxy Ace S5830,Samsung,,1,1,4,9,11400,3-4 working days,10/16/2012 12:56,BuyThePrice,Mobiles,11.01180556,1,0
596,Samsung Galaxy Note 800,Samsung,,1,1,3,0,37500,3-4 working days,10/16/2012 12:56,BuyThePrice,Mobiles,11.01180556,1,0
600,Sony Ericsson Xperia Mini ST15i,Sony Ericsson,,1,1,3,1,11300,3-4 working days,10/16/2012 12:56,BuyThePrice,Mobiles,11.01111111,1,0
604,Sony Ericsson Xperia Neo V,Sony Ericsson,,1,2,4,7,17299,3-4 working days,10/16/2012 12:56,BuyThePrice,Mobiles,11.01180556,1,0
610,Sony Erricsson SK17i,Sony,,1,1,4,0,12100,3-4 working days,10/16/2012 12:56,BuyThePrice,Mobiles,11.01111111,1,0
614,Sony Xperia Tipo Dual,Sony,Silver,1,1,4,0,9949,3-4 working days,10/16/2012 12:56,BuyThePrice,Mobiles,0.863888889,1,0
5032,Acer E310 Liquid Mini,Acer,,1,2,4,1,8499,1-3 working days,10/16/2012 12:56,BuyThePrice,Mobiles,1.295138889,1,0
5037,Blackberry Curve 9320,Blackberry,Black,1,2,3,0,14100,1-3 working days,10/16/2012 12:56,BuyThePrice,Mobiles,11.01180556,1,0
5047,HTC Desire V,HTC,White,1,2,3,0,15299,1-3 working days,10/16/2012 12:56,BuyThePrice,Mobiles,2.6,1,0
5054,HTC Explorer,HTC,White,1,1,3,0,8549,1-3 working days,10/16/2012 12:56,BuyThePrice,Mobiles,0.864583333,1,0
5061,HTC one V T320e,HTC,,1,1,3,1,17599,1-3 working days,10/16/2012 12:56,BuyThePrice,Mobiles,11.01180556,1,0
5069,Huawei Ascend Y200 Smartphone,Huawei,,1,1,4,0,7599,1-3 working days,10/16/2012 12:56,BuyThePrice,Mobiles,0.864583333,1,0
5074,iBall Andi 4d,IBall,,1,1,4,0,7999,1-3 working days,10/16/2012 12:56,BuyThePrice,Mobiles,11.01111111,1,0
5088,LAVA C31,LAVA,,1,1,3,0,2074,1-3 working days,10/16/2012 12:56,BuyThePrice,Mobiles,11.01111111,1,0
5108,LG Optimus L7 P705,LG,,1,1,3,0,15690,1-3 working days,10/16/2012 12:56,BuyThePrice,Mobiles,11.01111111,1,0
5125,Nokia Lumia 610,Nokia,Blue,1,1,3,0,11899,1-3 working days,10/16/2012 12:56,BuyThePrice,Mobiles,1.725694444,1,0
5150,Samsung Galaxy S3 32GB,Samsung,,1,1,3,0,37900,1-3 working days,10/16/2012 12:56,BuyThePrice,Mobiles,11.01111111,1,0
5171,Sony Xperia S LT26i,Sony,,1,1,3,2,30100,1-3 working days,10/16/2012 12:56,BuyThePrice,Mobiles,0.863888889,1,0
5177,Sony Xperia Sola,Sony,,1,1,4,0,19499,1-3 working days,10/16/2012 12:56,BuyThePrice,Mobiles,0.864583333,1,0
5200,BlackBerry Porsche Design P9981,BlackBerry,Black,1,2,4,0,139990,0,10/16/2012 12:56,BuyThePrice,Mobiles,11.01111111,1,0
529,Apple iPhone 4S 64GB,Apple,,1,1,2,0,57500,3-4 working days,10/16/2012 12:57,BuyThePrice,Mobiles,11.01180556,1,0
534,Blackberry Bold 9900,Blackberry,Black,1,1,3,0,30549,3-4 working days,10/16/2012 12:57,BuyThePrice,Mobiles,11.0125,1,0
555,Micromax Smarty A25,Micromax,,1,2,3,0,3820,3-4 working days,10/16/2012 12:57,BuyThePrice,Mobiles,11.0125,1,0
578,Nokia N 700,Nokia,,1,1,3,0,13499,3-4 working days,10/16/2012 12:57,BuyThePrice,Mobiles,1.738194444,1,0
5033,BlackBerry Curve 9220,BlackBerry,White,1,1,3,0,10899,1-3 working days,10/16/2012 12:57,BuyThePrice,Mobiles,11.01180556,1,0
5043,HTC Desire C,HTC,Stealth Black,1,1,4,0,13349,1-3 working days,10/16/2012 12:57,BuyThePrice,Mobiles,11.01180556,1,0
5092,LG Optimus 3D Max P725,LG,,1,1,4,0,28099,1-3 working days,10/16/2012 12:57,BuyThePrice,Mobiles,11.01180556,1,0
5096,LG Optimus 4X HD,LG,,1,1,4,0,27499,1-3 working days,10/16/2012 12:57,BuyThePrice,Mobiles,11.01180556,1,0
5100,LG Optimus L3,LG,,1,1,4,0,7099,1-3 working days,10/16/2012 12:57,BuyThePrice,Mobiles,11.0125,1,0
5104,LG Optimus L5 E612,LG,,1,1,3,0,12099,1-3 working days,10/16/2012 12:57,BuyThePrice,Mobiles,11.01180556,1,0
5113,Motorola Defy Mini,Motorola,,1,2,3,0,10899,1-3 working days,10/16/2012 12:57,BuyThePrice,Mobiles,1.738194444,1,0
5118,Nokia Asha 303,Nokia,,1,1,4,0,7499,1-3 working days,10/16/2012 12:57,BuyThePrice,Mobiles,1.295138889,1,0
5130,Samsung Galaxy Ace S5830 White,Samsung,White,1,2,4,0,11400,1-3 working days,10/16/2012 12:57,BuyThePrice,Mobiles,11.01180556,1,0
5136,Samsung Galaxy Note 2,Samsung,,1,1,3,0,38900,1-3 working days,10/16/2012 12:57,BuyThePrice,Mobiles,11.01180556,1,0
5146,Samsung Galaxy S3,Samsung,Blue,1,1,4,0,34900,1-3 working days,10/16/2012 12:57,BuyThePrice,Mobiles,11.01180556,1,0
5154,Samsung Omnia M S7530,Samsung,,1,1,3,0,15900,1-3 working days,10/16/2012 12:57,BuyThePrice,Mobiles,11.01180556,1,0
5158,Sony Xperia Go,Sony,,1,1,3,0,17100,1-3 working days,10/16/2012 12:57,BuyThePrice,Mobiles,1.738194444,1,0
5182,Sony Xperia Tipo,Sony,White,1,1,3,0,9499,1-3 working days,10/16/2012 12:57,BuyThePrice,Mobiles,11.0125,1,0
5186,Videocon Mobile V7400,Videocon,,1,1,3,0,3899,1-3 working days,10/16/2012 12:57,BuyThePrice,Mobiles,11.01180556,1,0
5219,Sony Xperia Ion LTE,Sony,,1,2,3,0,34599,0,10/16/2012 12:57,BuyThePrice,Mobiles,0.863888889,1,0
255,Nokia 808 Pureview,Nokia,,1,2,3,0,31599,5-7 working days,10/16/2012 12:58,BuyThePrice,Mobiles,1.7375,1,0
526,Apple iPhone 4S 32GB,Apple,,1,2,3,1,50900,3-4 working days,10/16/2012 12:58,BuyThePrice,Mobiles,11.01180556,1,0
530,Blackberry Bold 9650,Blackberry,Black,1,1,4,1,21560,3-4 working days,10/16/2012 12:58,BuyThePrice,Mobiles,11.01180556,1,0
538,Blackberry Torch 9860,Blackberry,Black,1,1,4,0,20799,3-4 working days,10/16/2012 12:58,BuyThePrice,Mobiles,11.01180556,1,0
